timestamp,temperature_C,rainfall_mm,soil_moisture,pitch_deg,roll_deg,tilt_rate_deg_per_hr,crack_mm,crack_growth_mm_per_hr,accel_x_g,accel_y_g,accel_z_g,vibration_rms_g,vibration_peak_g,label
2022-08-31 17:00:00,8.369,0.0,0.2796,2.0,1.0004,5e-06,0.54297,-0.00043,0.00573,0.0172,1.00923,0.02034,0.00319,1
2022-08-31 18:00:00,9.929,0.0,0.2443,2.0,1.0004,1.8e-05,0.54281,-0.00016,-0.0089,0.01834,0.97723,0.03056,0.01023,1
2022-08-31 19:00:00,10.067,0.0,0.2691,2.0,1.0004,-2.7e-05,0.54388,0.00107,0.00073,0.01554,0.98195,0.02383,0.00673,1
2022-08-31 20:00:00,10.188,0.0,0.2704,2.0,1.0004,8e-06,0.54388,-0.0,0.028,0.02253,1.00322,0.03608,0.01225,1
2022-08-31 21:00:00,11.384,0.0,0.271,2.0,1.0004,3e-05,0.54386,-2e-05,0.04085,-0.00143,1.03542,0.05408,0.018,1
2022-08-31 22:00:00,9.78,0.0,0.2339,2.0,1.0004,-4.4e-05,0.54396,0.0001,0.00105,0.01266,1.00088,0.01274,0.04135,1
2022-08-31 23:00:00,9.891,0.0,0.2602,2.0,1.0004,2e-06,0.54383,-0.00012,0.02885,-0.01744,0.96249,0.05043,0.0377,1
2022-09-01 00:00:00,8.902,0.0,0.2459,2.0,1.0004,3e-06,0.54467,0.00084,0.00495,-0.03694,0.98508,0.04014,0.01029,1
2022-09-01 01:00:00,10.821,0.0,0.2271,2.0,1.0003,-2e-06,0.5446,-8e-05,-0.02879,-0.03283,0.96767,0.05433,0.01419,1
2022-09-01 02:00:00,10.179,0.0,0.2813,2.0,1.0003,-2.1e-05,0.54479,0.0002,0.00401,-0.02853,0.98886,0.03089,0.02345,1
2022-09-01 03:00:00,9.569,0.0,0.2483,2.0,1.0003,6e-06,0.54384,-0.00095,-0.0252,0.02054,0.99956,0.03252,0.00163,1
2022-09-01 04:00:00,8.079,0.0,0.2486,2.0,1.0003,-8e-06,0.54368,-0.00016,0.02572,0.01896,0.98686,0.03455,0.00203,1
2022-09-01 05:00:00,11.423,0.0,0.2676,2.0,1.0003,5e-06,0.54429,0.00061,-0.00631,-0.02796,0.95836,0.05056,0.01601,1
2022-09-01 06:00:00,8.745,0.0,0.2705,2.0,1.0002,-1.4e-05,0.54348,-0.00081,-0.0426,0.03619,0.97576,0.06093,0.01037,1
2022-09-01 07:00:00,9.376,0.0,0.245,2.0,1.0002,1e-06,0.54288,-0.00059,-0.02883,-0.00192,1.00545,0.0294,0.03153,1
2022-09-01 08:00:00,10.321,0.0,0.2506,2.0,1.0002,5.3e-05,0.54346,0.00057,-0.01215,-0.01982,1.00274,0.02341,0.00599,1
2022-09-01 09:00:00,8.76,0.0,0.2298,2.0,1.0002,-3.1e-05,0.54365,0.00019,-0.04079,-0.0118,0.96624,0.05425,0.03084,1
2022-09-01 10:00:00,8.458,0.0,0.2312,1.9999,1.0002,-5.8e-05,0.5437,4e-05,0.00613,-0.00461,0.99596,0.00867,0.04558,1
2022-09-01 11:00:00,7.822,0.0,0.276,1.9999,1.0002,3e-06,0.54385,0.00015,0.02248,0.0016,1.03002,0.03753,0.02887,1
2022-09-01 12:00:00,10.661,0.0,0.2509,1.9999,1.0003,-6e-06,0.54346,-0.00039,-0.00939,-0.01866,0.99316,0.02198,0.01556,1
2022-09-01 13:00:00,9.39,0.0,0.2694,1.9999,1.0003,-4e-06,0.54249,-0.00097,0.00235,-0.00285,0.99929,0.00376,0.01822,1
2022-09-01 14:00:00,12.857,0.0,0.2467,1.9999,1.0003,-2.1e-05,0.54203,-0.00046,0.03744,0.00223,1.0056,0.03792,0.03416,1
2022-09-01 15:00:00,8.93,0.0,0.2584,1.9999,1.0003,8e-06,0.54104,-0.00099,-0.01263,0.02816,1.00796,0.03187,0.00605,1
2022-09-01 16:00:00,8.997,0.0,0.2151,1.9999,1.0003,2.8e-05,0.54109,5e-05,-0.01229,0.02563,1.01596,0.03259,0.00072,1
2022-09-01 17:00:00,9.348,0.0,0.2784,1.9999,1.0003,-1.4e-05,0.54119,0.0001,-0.01012,-0.00472,1.02714,0.02935,0.00325,1
2022-09-01 18:00:00,10.151,0.0,0.2607,1.9999,1.0003,1.9e-05,0.54129,0.0001,0.01456,0.02096,0.98753,0.02841,0.00094,1
2022-09-01 19:00:00,9.432,0.0,0.2518,1.9999,1.0003,6e-06,0.54023,-0.00106,-0.01753,0.00498,0.9886,0.0215,0.00691,1
2022-09-01 20:00:00,10.51,0.0,0.2738,1.9999,1.0002,8e-06,0.54084,0.00061,-0.00138,0.00242,0.96071,0.03939,0.01789,1
2022-09-01 21:00:00,8.913,0.0,0.2811,1.9999,1.0002,3e-06,0.54082,-3e-05,0.87309,0.0839,1.72637,1.13883,1.09944,2
2022-09-01 22:00:00,8.505,0.0,0.2534,2.2536,1.2729,0.253611,1.18568,0.64486,0.50461,-0.05669,1.51906,0.72613,0.4127,2
2022-09-01 23:00:00,8.083,0.0,0.2376,2.6704,1.3604,0.416829,1.35746,0.17179,0.38527,0.59435,1.54549,0.894,0.16788,2
2022-09-02 00:00:00,7.652,0.0,0.2948,2.4051,1.5572,-0.265241,1.51767,0.16021,0.30314,0.36908,2.42425,1.5022,0.6082,2
2022-09-02 01:00:00,9.352,0.0,0.2572,3.2367,1.4705,0.831555,4.20988,2.69221,0.28084,0.92971,1.38093,1.04324,0.45897,2
2022-09-02 02:00:00,9.564,0.0,0.2232,3.3817,2.235,0.145011,4.73054,0.52066,0.32145,0.216,1.78244,0.87304,0.1702,2
2022-09-02 03:00:00,9.228,0.0,0.2531,2.0,1.0002,-1.381734,0.54089,-4.18965,-0.01413,-0.01252,1.01109,0.0219,0.85114,1
2022-09-02 04:00:00,11.097,6.738,0.2705,2.0,1.0002,-2.1e-05,0.53991,-0.00099,0.01851,0.03355,0.99735,0.0384,0.01651,1
2022-09-02 05:00:00,11.077,0.0,0.2599,2.0,1.0002,-0.0,0.54001,0.0001,-0.01691,-0.02115,1.02387,0.0361,0.0023,1
2022-09-02 06:00:00,9.508,0.0,0.2652,2.0,1.0002,2.2e-05,0.54115,0.00114,-0.00127,-0.02195,0.99641,0.02228,0.01382,1
2022-09-02 07:00:00,8.044,0.0,0.2607,2.0,1.0002,-1e-05,0.54077,-0.00037,-0.0262,0.01492,0.99064,0.03157,0.00929,1
2022-09-02 08:00:00,9.266,0.0,0.2593,2.0,1.0002,3e-06,0.53972,-0.00106,0.00216,-0.00763,1.01025,0.01296,0.01861,1
2022-09-02 09:00:00,9.227,0.154,0.2422,2.0,1.0003,-5e-06,0.5406,0.00088,0.00092,-0.01733,0.99472,0.01814,0.00518,1
2022-09-02 10:00:00,9.165,0.0,0.2418,2.0,1.0003,-8e-06,0.54123,0.00063,0.02936,-0.00312,0.98145,0.03487,0.01673,1
2022-09-02 11:00:00,9.119,0.0,0.275,2.0,1.0003,3.3e-05,0.54118,-4e-05,-0.02115,0.01379,1.02693,0.03692,0.00205,1
2022-09-02 12:00:00,9.158,0.028,0.2924,2.0,1.0003,1.8e-05,0.54156,0.00038,-0.00568,0.03626,0.99993,0.0367,0.00022,1
2022-09-02 13:00:00,9.419,0.0,0.2622,2.0,1.0003,-1.6e-05,0.54103,-0.00053,-0.0174,0.01654,1.00926,0.02573,0.01096,1
2022-09-02 14:00:00,9.165,0.0,0.3237,2.0,1.0003,-4.1e-05,0.5418,0.00077,-0.01098,0.02742,0.99928,0.02955,0.00381,1
2022-09-02 15:00:00,10.003,0.0,0.3179,2.0,1.0003,9e-06,0.54197,0.00017,-0.03092,0.00235,1.02879,0.04231,0.01277,1
2022-09-02 16:00:00,10.15,0.0,0.2933,1.9999,1.0003,-1.7e-05,0.54213,0.00017,-0.02391,0.0075,1.02826,0.03777,0.00454,1
2022-09-02 17:00:00,8.874,3.726,0.2975,2.0,1.0003,5e-06,0.54195,-0.00018,0.01339,0.02061,0.97697,0.03368,0.00409,1
2022-09-02 18:00:00,11.05,0.0,0.2945,1.9999,1.0003,-5e-06,0.54254,0.00059,-0.0284,0.01554,1.03644,0.04874,0.01506,1
2022-09-02 19:00:00,8.793,0.0,0.2746,2.0,1.0003,2.6e-05,0.54287,0.00032,-0.04135,0.02005,1.0102,0.04708,0.00166,1
2022-09-02 20:00:00,8.15,0.0,0.2416,2.0,1.0003,-3e-06,0.54351,0.00065,0.0155,0.00011,0.98283,0.02313,0.02395,1
2022-09-02 21:00:00,10.144,0.0,0.2875,2.0,1.0003,4e-06,0.54349,-2e-05,-0.01696,-0.02319,0.97365,0.03899,0.01586,1
2022-09-02 22:00:00,8.94,0.0,0.2985,2.0,1.0003,4.4e-05,0.5432,-0.00029,0.02485,-0.02327,0.98865,0.03588,0.0031,1
2022-09-02 23:00:00,10.073,0.0,0.2734,2.0,1.0003,2.4e-05,0.54344,0.00024,-0.00232,-0.00215,1.00058,0.00322,0.03267,1
2022-09-03 00:00:00,7.343,0.0,0.3246,2.0,1.0004,-3.6e-05,0.54381,0.00037,0.00036,-0.02805,0.97529,0.03738,0.03416,1
2022-09-03 01:00:00,11.134,16.925,0.3051,2.0,1.0003,-6e-06,0.54447,0.00065,-0.02995,-0.00367,0.9781,0.03728,0.0001,1
2022-09-03 02:00:00,10.408,0.0,0.255,2.0,1.0003,-1.1e-05,0.5445,4e-05,-0.0121,-0.00944,1.02721,0.03124,0.00605,1
2022-09-03 03:00:00,8.23,0.0,0.2805,2.0,1.0004,1.2e-05,0.54466,0.00015,-0.0083,0.00652,1.01747,0.02041,0.01083,1
2022-09-03 04:00:00,8.247,0.0,0.2676,2.0,1.0004,-1.1e-05,0.54448,-0.00017,0.01811,0.04745,0.98521,0.0529,0.03249,1
2022-09-03 05:00:00,11.392,0.0,0.2771,2.0,1.0004,-3.1e-05,0.54456,7e-05,0.00523,-0.01134,0.9805,0.02315,0.02974,1
2022-09-03 06:00:00,8.977,0.0,0.2913,2.0,1.0004,2e-06,0.54511,0.00055,0.00348,-0.00543,1.01797,0.01909,0.00406,1
2022-09-03 07:00:00,8.875,0.0,0.2781,2.0,1.0004,1.9e-05,0.54438,-0.00073,-0.01213,-0.00597,1.03503,0.03755,0.01846,1
2022-09-03 08:00:00,7.438,0.0,0.2717,2.0,1.0003,-3e-06,0.54407,-0.00031,-0.00113,-0.00093,0.97629,0.02376,0.0138,1
2022-09-03 09:00:00,9.348,0.0,0.285,2.0,1.0004,-4e-06,0.5432,-0.00087,0.02351,-0.03204,1.00362,0.0399,0.01615,1
2022-09-03 10:00:00,9.466,0.0,0.3011,2.0,1.0003,-2e-06,0.5432,0.0,0.00977,-0.00106,1.00113,0.00989,0.03001,1
2022-09-03 11:00:00,10.403,0.0,0.3162,2.0,1.0003,-1.5e-05,0.5434,0.0002,-0.00094,0.04555,1.00391,0.04573,0.03584,1
2022-09-03 12:00:00,8.284,0.0,0.3135,2.0,1.0003,-5e-06,0.54221,-0.00119,-0.01156,0.041,1.00437,0.04282,0.00291,1
2022-09-03 13:00:00,8.157,0.0,0.3326,1.9999,1.0003,-6e-06,0.54154,-0.00067,0.01762,0.0017,0.98226,0.02506,0.01776,1
2022-09-03 14:00:00,10.123,0.0,0.2752,2.0,1.0002,1.2e-05,0.54162,8e-05,0.00343,0.02063,0.98511,0.02567,0.00061,1
2022-09-03 15:00:00,10.673,0.0,0.2698,2.0,1.0003,2.4e-05,0.54058,-0.00104,0.00858,-0.00089,0.97582,0.02567,0.0,1
2022-09-03 16:00:00,8.09,0.0,0.2739,2.0,1.0003,1.5e-05,0.54072,0.00014,0.00535,0.00174,1.00794,0.00973,0.01594,1
2022-09-03 17:00:00,10.738,0.0,0.2608,2.0,1.0003,-9e-06,0.541,0.00028,0.01675,0.01698,0.99246,0.02502,0.01529,1
2022-09-03 18:00:00,9.688,2.945,0.2604,2.0,1.0003,-3.7e-05,0.54119,0.00019,-0.03164,-0.00198,1.01134,0.03367,0.00865,1
2022-09-03 19:00:00,10.737,0.0,0.2918,1.9999,1.0003,-5e-06,0.54082,-0.00037,0.00113,0.03144,0.97247,0.04181,0.00814,1
2022-09-03 20:00:00,9.57,0.0,0.2936,2.0,1.0003,1.3e-05,0.54149,0.00067,-0.01742,-0.03673,0.99964,0.04065,0.00116,1
2022-09-03 21:00:00,7.113,1.697,0.2241,2.0,1.0003,1.9e-05,0.54171,0.00022,-0.0117,-0.01593,1.01728,0.02625,0.0144,1
2022-09-03 22:00:00,9.478,9.171,0.2958,2.0,1.0003,-5e-06,0.54169,-3e-05,-0.01766,0.01016,1.03967,0.04459,0.01834,1
2022-09-03 23:00:00,10.684,0.0,0.2688,2.0,1.0003,-1.2e-05,0.54133,-0.00036,0.00784,-0.02664,0.9651,0.0446,1e-05,1
2022-09-04 00:00:00,8.725,2.391,0.2644,1.9999,1.0003,-2.4e-05,0.54188,0.00056,0.02909,-0.02007,0.98795,0.03734,0.00726,1
2022-09-04 01:00:00,9.226,0.0,0.2705,2.0,1.0003,1.6e-05,0.54236,0.00048,0.02675,-0.00067,0.9954,0.02715,0.01019,1
2022-09-04 02:00:00,9.432,0.0,0.2518,1.9999,1.0003,-3.1e-05,0.54276,0.0004,0.01519,-0.04365,0.98641,0.04817,0.02102,1
2022-09-04 03:00:00,6.704,0.0,0.2737,1.9999,1.0003,1.8e-05,0.54209,-0.00066,0.03245,-0.03031,0.9939,0.04482,0.00335,1
2022-09-04 04:00:00,11.269,0.0,0.3167,1.9999,1.0003,-1.2e-05,0.54202,-8e-05,-2e-05,-0.02819,0.98984,0.02997,0.01486,1
2022-09-04 05:00:00,8.691,0.0,0.2481,1.9999,1.0003,-2.3e-05,0.5418,-0.00022,-0.01896,0.00256,1.00105,0.01916,0.01081,1
2022-09-04 06:00:00,10.093,0.0,0.2915,1.9999,1.0003,2.8e-05,0.54176,-4e-05,-0.00355,-0.01191,1.00725,0.01439,0.00477,1
2022-09-04 07:00:00,9.495,0.016,0.2937,1.9999,1.0003,-2.5e-05,0.54213,0.00037,0.00907,0.00192,0.9889,0.01446,8e-05,1
2022-09-04 08:00:00,10.834,0.0,0.2858,1.9999,1.0003,-2.9e-05,0.54324,0.00111,0.0225,-0.00486,1.0034,0.02327,0.00881,1
2022-09-04 09:00:00,9.977,0.0,0.3049,1.9999,1.0003,4e-05,0.5428,-0.00045,0.02599,0.02175,1.01704,0.03793,0.01466,1
2022-09-04 10:00:00,9.331,0.0,0.291,1.9999,1.0003,1.2e-05,0.5419,-0.0009,-0.03492,-0.02307,1.03643,0.05549,0.01756,1
2022-09-04 11:00:00,8.667,0.0,0.2695,1.9999,1.0003,8e-06,0.54194,4e-05,-0.04111,0.00925,1.00361,0.04229,0.0132,1
2022-09-04 12:00:00,10.353,0.0,0.2769,1.9999,1.0003,4e-06,0.5424,0.00047,-0.00514,-0.0128,1.01129,0.01782,0.02447,1
2022-09-04 13:00:00,7.677,0.0,0.2719,1.9999,1.0003,-1.4e-05,0.54262,0.00022,0.50458,0.09597,2.19294,1.29881,1.28099,2
2022-09-04 14:00:00,10.191,0.0,0.2451,2.1831,1.12,0.183206,0.83468,0.29205,0.21551,0.62538,1.41476,0.78075,0.51807,2
2022-09-04 15:00:00,8.441,0.8,0.2647,2.464,1.2731,0.280852,1.88836,1.05368,0.29589,0.44189,1.71667,0.89244,0.11169,2
2022-09-04 16:00:00,10.787,0.43,0.2467,2.7314,1.3712,0.267385,2.05114,0.16278,0.26317,0.36196,1.50745,0.67659,0.21584,2
2022-09-04 17:00:00,9.691,0.0,0.2254,3.2543,1.5978,0.522899,1.49927,-0.55187,0.88064,0.73312,0.99674,1.14586,0.46927,2
2022-09-04 18:00:00,10.168,0.0,0.2888,3.27,2.021,0.015717,3.41852,1.91925,0.99192,0.42106,1.66038,1.26384,0.11798,2
2022-09-04 19:00:00,9.601,0.003,0.241,3.2899,2.497,0.019899,2.45115,-0.96737,0.1946,-0.2968,1.26088,0.44047,0.82337,2
2022-09-04 20:00:00,7.761,0.0,0.274,2.0,1.0003,-1.289927,0.54161,-1.90954,0.0195,-0.0216,1.00897,0.03045,0.41002,1
2022-09-04 21:00:00,8.647,0.0,0.2628,2.0,1.0003,2.8e-05,0.54125,-0.00036,0.01465,-0.00158,0.99644,0.01516,0.01529,1
2022-09-04 22:00:00,10.175,0.0,0.2342,2.0,1.0004,-4e-06,0.54196,0.00071,-0.02952,0.02454,1.01165,0.04012,0.02496,1
2022-09-04 23:00:00,9.664,0.019,0.2366,1.9999,1.0004,-4.4e-05,0.54122,-0.00074,0.00544,0.00276,1.004,0.0073,0.03282,1
2022-09-05 00:00:00,10.673,0.0,0.26,2.0,1.0004,1.8e-05,0.54027,-0.00096,0.0074,-0.00558,1.00136,0.00937,0.00207,1
2022-09-05 01:00:00,9.891,0.0,0.2601,2.0,1.0005,2.6e-05,0.53945,-0.00081,-0.02031,-0.01649,0.96011,0.04771,0.03834,1
2022-09-05 02:00:00,8.515,0.0,0.2446,2.0,1.0005,0.0,0.53994,0.00048,-0.01498,0.014169999999999999,0.98826,0.01775,0.02996,1
2022-09-05 03:00:00,8.681,0.0,0.2205,2.0,1.0005,-4e-06,0.53967,-0.00026,-0.00965,0.04483,1.01641,0.04871,0.03095,1
2022-09-05 04:00:00,9.574,0.0,0.2669,2.0,1.0005,-0.0,0.53985,0.00018,-0.03997,0.01123,0.98658,0.04363,0.00508,1
2022-09-05 05:00:00,7.152,0.0,0.1916,2.0,1.0004,2e-06,0.53929,-0.00056,-0.01371,-0.00423,1.01923,0.02399,0.01964,1
2022-09-05 06:00:00,11.134,0.0,0.2571,2.0,1.0004,-7e-06,0.5401,0.00082,0.01856,-0.03276,0.9912,0.03867,0.01468,1
2022-09-05 07:00:00,9.898,0.0,0.2728,2.0,1.0004,3.5e-05,0.53979,-0.00031,-0.01946,0.03188,0.98234,0.04132,0.00265,1
2022-09-05 08:00:00,10.678,0.0,0.2131,2.0,1.0004,4e-06,0.53969,-0.0001,0.00136,0.01409,1.00088,0.01418,0.02714,1
2022-09-05 09:00:00,7.865,0.0,0.2533,2.0,1.0004,0.0,0.53968,-1e-05,0.0083,0.00754,1.02986,0.0319,0.01772,1
2022-09-05 10:00:00,10.685,0.0,0.2424,2.0,1.0004,1.6e-05,0.54019,0.00052,-0.01863,0.01816,1.01619,0.03064,0.00126,1
2022-09-05 11:00:00,11.666,0.0,0.254,2.0,1.0003,-8e-06,0.54068,0.00049,0.02095,0.03433,0.962,0.05533,0.02469,1
2022-09-05 12:00:00,8.109,0.0,0.2696,2.0,1.0003,-5e-06,0.54072,3e-05,-0.00775,-0.01602,0.99688,0.01807,0.03726,1
2022-09-05 13:00:00,10.196,0.0,0.2231,2.0,1.0002,1e-05,0.54154,0.00082,-0.00786,0.01184,0.96984,0.03334,0.01527,1
2022-09-05 14:00:00,9.42,0.035,0.2456,2.0,1.0002,-1e-06,0.54204,0.0005,0.00194,0.02251,1.03253,0.0396,0.00627,1
2022-09-05 15:00:00,7.87,0.0,0.2468,2.0,1.0003,1.5e-05,0.54169,-0.00035,0.07022,-0.00829,1.01881,0.07317,0.03356,1
2022-09-05 16:00:00,9.902,0.0,0.2112,2.0,1.0002,-6e-06,0.54127,-0.00042,0.01796,0.01295,1.03065,0.03782,0.03535,1
2022-09-05 17:00:00,10.237,0.0,0.2617,2.0,1.0003,8e-06,0.54095,-0.00032,0.00099,-0.01512,1.01052,0.01844,0.01937,1
2022-09-05 18:00:00,8.797,0.0,0.2828,2.0001,1.0003,1.6e-05,0.54049,-0.00045,-0.01186,-0.00082,1.02268,0.02561,0.00717,1
2022-09-05 19:00:00,10.559,0.0,0.2636,2.0001,1.0003,2e-05,0.54006,-0.00043,0.02348,0.00495,0.97646,0.03361,0.008,1
2022-09-05 20:00:00,7.721,0.0,0.2528,2.0,1.0003,-4e-05,0.53999,-7e-05,0.03128,-0.01093,1.00352,0.03332,0.00029,1
2022-09-05 21:00:00,7.888,0.0,0.2679,2.0,1.0003,6e-06,0.53951,-0.00048,0.01299,-0.02,0.98557,0.02788,0.00544,1
2022-09-05 22:00:00,9.514,0.0,0.2383,2.0001,1.0002,1.7e-05,0.53878,-0.00073,0.00208,-0.00473,0.96703,0.03337,0.00549,1
2022-09-05 23:00:00,9.398,0.0,0.2326,2.0,1.0002,-1.9e-05,0.53863,-0.00015,0.02084,0.02461,0.98372,0.03613,0.00276,1
2022-09-06 00:00:00,8.651,0.0,0.2605,2.0001,1.0002,2.2e-05,0.539,0.00036,0.0169,0.00849,1.02285,0.02966,0.00646,1
2022-09-06 01:00:00,10.172,0.0,0.2548,2.0001,1.0002,4e-06,0.53939,0.0004,-0.00647,0.02747,1.02034,0.03479,0.00512,1
2022-09-06 02:00:00,9.888,0.0,0.2565,2.0001,1.0002,-9e-06,0.54063,0.00124,0.01414,-0.03994,1.00032,0.04237,0.00758,1
2022-09-06 03:00:00,10.21,0.099,0.233,2.0001,1.0002,9e-06,0.54011,-0.00052,-0.01229,0.00267,0.98409,0.02028,0.02208,1
2022-09-06 04:00:00,9.223,0.0,0.2201,2.0001,1.0002,1.6e-05,0.53901,-0.0011,0.00636,-0.01018,1.00795,0.0144,0.00588,1
2022-09-06 05:00:00,9.944,0.0,0.2294,2.0,1.0002,-4.3e-05,0.53929,0.00029,-0.03287,-0.01816,1.00139,0.03757,0.02318,1
2022-09-06 06:00:00,8.89,0.0,0.2331,2.0001,1.0002,3.2e-05,0.53914,-0.00015,0.01897,-0.02694,1.02401,0.04077,0.0032,1
2022-09-06 07:00:00,11.385,0.0,0.2093,2.0,1.0001,-3.9e-05,0.53939,0.00025,-0.01897,0.01084,1.02729,0.03496,0.00581,1
2022-09-06 08:00:00,8.513,0.0,0.2627,2.0,1.0001,-2.2e-05,0.53958,0.00019,0.01657,-0.02249,1.04131,0.04986,0.0149,1
2022-09-06 09:00:00,11.426,0.0,0.2274,2.0,1.0002,2.9e-05,0.54037,0.0008,-0.00981,0.00045,0.9924,0.01242,0.03745,1
2022-09-06 10:00:00,9.35,0.0,0.2263,2.0001,1.0002,1.8e-05,0.53977,-0.0006,-0.01778,0.00588,0.98979,0.02133,0.00891,1
2022-09-06 11:00:00,7.935,0.0,0.2812,2.0001,1.0002,-9e-06,0.5399,0.00013,-0.02376,0.00628,0.96638,0.04165,0.02032,1
2022-09-06 12:00:00,10.673,0.0,0.2683,2.0001,1.0002,2.1e-05,0.53966,-0.00024,0.13609,0.88752,2.28647,1.56882,1.52718,2
2022-09-06 13:00:00,9.426,0.0,0.2549,2.1283,1.113,0.128229,0.85409,0.31443,0.388,0.63889,1.71859,1.03687,0.53195,2
2022-09-06 14:00:00,10.146,0.0,0.2571,2.329,1.3273,0.200715,1.22646,0.37236,0.61998,0.45002,1.67301,1.01972,0.01715,2
2022-09-06 15:00:00,10.513,0.0,0.3079,2.9781,1.2148,0.649062,3.30134,2.07488,0.38574,1.15052,2.17019,1.68578,0.66606,2
2022-09-06 16:00:00,9.622,0.0,0.2903,3.526,1.3805,0.547885,4.00938,0.70804,0.78976,0.28011,1.96773,1.28012,0.40566,2
2022-09-06 17:00:00,8.687,0.0,0.2667,3.5638,2.3612,0.037811,1.6267,-2.38269,0.64895,0.48613,1.26669,0.85357,0.42655,2
2022-09-06 18:00:00,10.25,0.0,0.3261,2.0,1.0002,-1.563823,0.53945,-1.08725,0.04708,-0.00464,1.02902,0.0555,0.79806,1
2022-09-06 19:00:00,9.27,1.823,0.2828,2.0,1.0002,1.5e-05,0.53957,0.00012,-0.02388,0.02318,0.98059,0.03853,0.01698,1
2022-09-06 20:00:00,9.95,0.0,0.3076,2.0,1.0002,-1e-06,0.53961,4e-05,0.00547,-0.00567,0.98088,0.02068,0.01785,1
2022-09-06 21:00:00,7.105,0.0,0.2949,2.0,1.0002,2.6e-05,0.53971,9e-05,0.01838,0.04702,0.96267,0.06279,0.04211,1
2022-09-06 22:00:00,9.701,19.937,0.299,2.0,1.0002,-1e-05,0.53912,-0.00058,-0.02,0.00058,1.00771,0.02144,0.04135,1
2022-09-06 23:00:00,8.61,0.0,0.2974,2.0,1.0002,-2.8e-05,0.53986,0.00074,0.03035,0.02485,1.00024,0.03922,0.01778,1
2022-09-07 00:00:00,10.897,0.0,0.2694,1.9999,1.0002,-2e-05,0.54067,0.00081,0.02272,-0.00866,0.98275,0.02982,0.00941,1
2022-09-07 01:00:00,9.861,0.0,0.3419,1.9999,1.0002,6e-06,0.54067,0.0,-0.0111,-0.03231,0.99374,0.03473,0.00492,1
2022-09-07 02:00:00,9.473,6.448,0.2818,2.0,1.0002,2.2e-05,0.54091,0.00024,0.01673,-0.01633,1.00084,0.02339,0.01134,1
2022-09-07 03:00:00,9.714,0.0,0.3135,2.0,1.0002,1e-06,0.54084,-8e-05,-0.00853,0.00962,0.98358,0.02085,0.00254,1
2022-09-07 04:00:00,8.224,0.0,0.2812,2.0,1.0002,2e-05,0.54007,-0.00077,-0.02835,0.03179,1.01436,0.04495,0.0241,1
2022-09-07 05:00:00,10.841,0.0,0.2749,2.0,1.0002,-0.0,0.53943,-0.00064,0.01457,-0.00751,1.01488,0.02214,0.02282,1
2022-09-07 06:00:00,11.204,0.0,0.3244,2.0,1.0002,1.3e-05,0.54064,0.00122,0.0025,-0.02782,0.96533,0.04453,0.02239,1
2022-09-07 07:00:00,9.6,0.0,0.3348,2.0,1.0002,3.4e-05,0.54013,-0.00052,-0.00214,0.01321,1.01984,0.02393,0.02059,1
2022-09-07 08:00:00,10.793,0.0,0.3097,2.0,1.0002,1.1e-05,0.53955,-0.00058,0.35069,0.01019,1.74761,0.82584,0.80191,2
2022-09-07 09:00:00,8.628,0.0,0.3168,2.2194,1.3354,0.219313,1.03285,0.49331,0.58381,0.67333,1.8017,1.19872,0.37288,2
2022-09-07 10:00:00,8.395,0.0,0.2756,2.7101,1.6924,0.490768,1.33307,0.30022,0.35439,1.10316,1.18132,1.17278,0.02593,2
2022-09-07 11:00:00,9.228,0.0,0.2852,2.9395,1.9577,0.229417,1.57246,0.23938,0.87256,0.55686,2.48475,1.80995,0.63717,2
2022-09-07 12:00:00,9.617,0.0,0.285,2.6942,1.4371,-0.245383,4.72308,3.15062,0.55978,0.82027,2.02194,1.42498,0.38498,2
2022-09-07 13:00:00,8.783,0.0,0.2808,2.0,1.0002,-0.694146,0.5417,-4.18137,0.00903,-0.01412,0.98609,0.02178,1.40319,1
2022-09-07 14:00:00,9.709,0.0,0.305,2.0001,1.0003,4.5e-05,0.54108,-0.00062,0.01076,-0.00628,0.99358,0.01402,0.00777,1
2022-09-07 15:00:00,9.473,0.0,0.2157,2.0001,1.0003,-5e-06,0.54168,0.0006,0.01248,0.01743,0.98659,0.02529,0.01127,1
2022-09-07 16:00:00,8.163,0.0,0.2577,2.0,1.0002,-4.7e-05,0.54114,-0.00054,0.02476,0.02275,0.9661,0.04775,0.02246,1
2022-09-07 17:00:00,9.675,0.0,0.2909,2.0,1.0003,-1.3e-05,0.54073,-0.0004,-0.02302,0.00837,1.017,0.02981,0.01793,1
2022-09-07 18:00:00,10.015,4.012,0.239,2.0,1.0002,-1.5e-05,0.5409,0.00016,0.01396,0.01147,0.9932,0.0193,0.01051,1
2022-09-07 19:00:00,9.318,0.0,0.2743,2.0,1.0002,-5e-06,0.54143,0.00053,0.01326,0.01837,1.00376,0.02297,0.00366,1
2022-09-07 20:00:00,10.294,0.0,0.254,1.9999,1.0002,-3e-05,0.5414,-3e-05,0.00127,-0.04815,0.97786,0.05301,0.03005,1
2022-09-07 21:00:00,7.918,0.0,0.2655,1.9999,1.0002,-1.1e-05,0.54132,-8e-05,0.01303,0.01186,0.98703,0.02188,0.03113,1
2022-09-07 22:00:00,9.599,2.759,0.2426,1.9999,1.0002,5e-06,0.541,-0.00032,1.1815,0.28121,1.62035,1.36376,1.34188,2
